epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
179,32974.3,1.31503,1.06129,1.5021,0.82332,0.8828,0.91642,0.72458,1.10307,0.80356,1.46864,0.00055856,0.00055856,0.00055856
180,33144.4,1.31914,1.08388,1.52076,0.83668,0.87129,0.91912,0.73366,1.10011,0.80824,1.46626,0.00055608,0.00055608,0.00055608
181,33314.4,1.30542,1.06926,1.50689,0.83439,0.87967,0.92363,0.73566,1.08649,0.79302,1.45403,0.0005536,0.0005536,0.0005536
182,33484.5,1.31353,1.0678,1.50698,0.84981,0.86477,0.91959,0.73214,1.07476,0.78758,1.4484,0.00055112,0.00055112,0.00055112
183,33654.5,1.31587,1.08437,1.51507,0.83716,0.88198,0.91992,0.73278,1.06255,0.78389,1.44317,0.00054864,0.00054864,0.00054864
184,33824.3,1.31483,1.07593,1.50941,0.83097,0.87622,0.9229,0.73578,1.05792,0.78904,1.44283,0.00054616,0.00054616,0.00054616
185,33994.4,1.30939,1.05265,1.4951,0.83995,0.8797,0.92248,0.73614,1.05734,0.7925,1.44112,0.00054368,0.00054368,0.00054368
186,34164.5,1.29257,1.05273,1.49159,0.826,0.89872,0.92158,0.74056,1.05278,0.7812,1.43463,0.0005412,0.0005412,0.0005412
187,34334.5,1.3149,1.06529,1.51628,0.87028,0.8553,0.92847,0.74441,1.05317,0.76937,1.4371,0.00053872,0.00053872,0.00053872
188,34504.6,1.30095,1.05994,1.50034,0.8581,0.87384,0.92601,0.7433,1.0523,0.76891,1.43911,0.00053624,0.00053624,0.00053624
189,34674.5,1.28746,1.0475,1.48951,0.85888,0.87329,0.92693,0.7408,1.04808,0.76564,1.42992,0.00053376,0.00053376,0.00053376
190,34844.4,1.28867,1.04966,1.4885,0.86731,0.86289,0.92682,0.74218,1.05073,0.76232,1.42772,0.00053128,0.00053128,0.00053128
191,35014.3,1.28485,1.05087,1.4883,0.87903,0.85845,0.93102,0.75003,1.04733,0.75129,1.42284,0.0005288,0.0005288,0.0005288
192,35184.4,1.30087,1.06701,1.49606,0.87667,0.86252,0.93335,0.74932,1.04627,0.74309,1.42099,0.00052632,0.00052632,0.00052632
193,35354.3,1.30213,1.05642,1.50616,0.88215,0.86489,0.93432,0.74941,1.03834,0.73288,1.41202,0.00052384,0.00052384,0.00052384
194,35524.3,1.28079,1.02288,1.47982,0.86819,0.86874,0.9337,0.74578,1.03439,0.73257,1.40967,0.00052136,0.00052136,0.00052136
195,35694.3,1.28697,1.04833,1.48991,0.87463,0.86883,0.93204,0.74575,1.03029,0.72906,1.40546,0.00051888,0.00051888,0.00051888
196,35864.2,1.27904,1.04395,1.49147,0.83293,0.88797,0.92856,0.74135,1.03981,0.74022,1.41112,0.0005164,0.0005164,0.0005164
197,36034.2,1.27487,1.01704,1.48083,0.84122,0.8883,0.92865,0.74418,1.03235,0.73364,1.40366,0.00051392,0.00051392,0.00051392
198,36204.2,1.27828,1.04834,1.47746,0.84335,0.88818,0.93184,0.7469,1.02489,0.72251,1.39956,0.00051144,0.00051144,0.00051144
199,36374.1,1.28614,1.06041,1.49714,0.86852,0.87086,0.93353,0.75046,1.0226,0.71964,1.39999,0.00050896,0.00050896,0.00050896
200,36544.2,1.28153,1.05059,1.49284,0.89214,0.84558,0.93307,0.74687,1.01837,0.71879,1.39501,0.00050648,0.00050648,0.00050648
201,36714.2,1.28955,1.06032,1.49069,0.88827,0.8505,0.93005,0.74721,1.01294,0.71619,1.38929,0.000504,0.000504,0.000504
202,36884.2,1.27238,1.01128,1.46266,0.88915,0.84994,0.93013,0.74951,1.00992,0.71814,1.38632,0.00050152,0.00050152,0.00050152
203,37054.2,1.27996,1.02943,1.48172,0.87475,0.8577,0.93073,0.74754,1.0049,0.71809,1.38151,0.00049904,0.00049904,0.00049904
204,37224.2,1.28612,1.02993,1.47589,0.88601,0.85152,0.92964,0.74766,1.00548,0.71886,1.37951,0.00049656,0.00049656,0.00049656
205,37394.1,1.27181,1.0335,1.4721,0.88341,0.8553,0.92687,0.74674,1.00585,0.72109,1.38048,0.00049408,0.00049408,0.00049408
206,37564.1,1.27983,1.04421,1.48942,0.87369,0.84672,0.92626,0.74774,1.00027,0.72047,1.37642,0.0004916,0.0004916,0.0004916
207,37734,1.26772,1.03028,1.47441,0.88816,0.84323,0.92427,0.74861,0.99657,0.72182,1.37078,0.00048912,0.00048912,0.00048912
208,37903.9,1.26207,1.0132,1.46333,0.87169,0.84883,0.91896,0.74563,0.99265,0.72048,1.36775,0.00048664,0.00048664,0.00048664
209,38073.9,1.25067,0.99522,1.45088,0.88313,0.85163,0.91958,0.74756,0.99158,0.71344,1.36575,0.00048416,0.00048416,0.00048416
210,38243.7,1.25886,1.00152,1.45568,0.89063,0.84892,0.91822,0.75025,0.98631,0.71458,1.36455,0.00048168,0.00048168,0.00048168
211,38413.7,1.26033,1.02095,1.45658,0.88443,0.85134,0.91803,0.75039,0.9841,0.71279,1.36226,0.0004792,0.0004792,0.0004792
212,38583.6,1.25543,1.00259,1.45344,0.8586,0.86638,0.92222,0.75448,0.97998,0.7051,1.35771,0.00047672,0.00047672,0.00047672
213,38753.6,1.24086,0.99611,1.4461,0.85607,0.86932,0.92138,0.75448,0.97705,0.70124,1.35426,0.00047424,0.00047424,0.00047424
214,38923.7,1.24537,0.99549,1.44865,0.86762,0.86704,0.93025,0.75625,0.97675,0.69545,1.35146,0.00047176,0.00047176,0.00047176
215,39093.8,1.24134,0.97684,1.44553,0.85715,0.87387,0.9292,0.75539,0.97647,0.69269,1.34969,0.00046928,0.00046928,0.00046928
216,39263.6,1.26075,1.01066,1.46042,0.84456,0.88881,0.92315,0.74917,0.97649,0.68892,1.34811,0.0004668,0.0004668,0.0004668
217,39433.7,1.2519,1.00439,1.45587,0.86396,0.86843,0.92724,0.75049,0.9758,0.68515,1.34578,0.00046432,0.00046432,0.00046432
218,39603.5,1.24397,0.98435,1.44567,0.86719,0.86515,0.92929,0.75184,0.97655,0.68288,1.34435,0.00046184,0.00046184,0.00046184
219,39773.5,1.2379,0.99607,1.45494,0.86791,0.87592,0.92727,0.7537,0.97593,0.68222,1.34392,0.00045936,0.00045936,0.00045936
220,39943.5,1.25019,0.98672,1.45098,0.87835,0.87222,0.9302,0.75478,0.97509,0.67869,1.34432,0.00045688,0.00045688,0.00045688
221,40113.4,1.24106,0.97177,1.44748,0.87868,0.87336,0.93245,0.75593,0.972,0.67506,1.344,0.0004544,0.0004544,0.0004544
222,40283.5,1.2449,0.98494,1.44874,0.87775,0.8662,0.93493,0.75944,0.96774,0.66637,1.33999,0.00045192,0.00045192,0.00045192
223,40453.7,1.24179,0.99709,1.45616,0.8719,0.87214,0.93573,0.75896,0.96491,0.66276,1.33762,0.00044944,0.00044944,0.00044944
224,40623.5,1.23317,0.97627,1.43774,0.8651,0.87934,0.93453,0.75846,0.96327,0.66367,1.3346,0.00044696,0.00044696,0.00044696
225,40793.5,1.22085,0.97262,1.42984,0.86187,0.88433,0.93189,0.7572,0.95967,0.66323,1.33084,0.00044448,0.00044448,0.00044448
226,40963.4,1.22483,0.96949,1.44252,0.86036,0.88208,0.93267,0.75646,0.96012,0.6639,1.33013,0.000442,0.000442,0.000442
227,41133.3,1.23731,0.98438,1.44903,0.86367,0.88007,0.9316,0.75574,0.95944,0.66495,1.32945,0.00043952,0.00043952,0.00043952
228,41303.3,1.22775,0.98016,1.4329,0.86626,0.87796,0.93107,0.75859,0.96033,0.66666,1.3291,0.00043704,0.00043704,0.00043704
229,41473.3,1.235,1.01723,1.43903,0.86856,0.87965,0.93034,0.75858,0.96073,0.66711,1.32614,0.00043456,0.00043456,0.00043456
230,41643.1,1.25096,1.00689,1.44703,0.872,0.87866,0.9286,0.75436,0.95963,0.66217,1.32273,0.00043208,0.00043208,0.00043208
231,41813,1.23926,0.98823,1.43775,0.87198,0.87711,0.9305,0.75516,0.95821,0.66247,1.32285,0.0004296,0.0004296,0.0004296
232,41982.8,1.22078,0.96854,1.43401,0.86624,0.8772,0.92944,0.75583,0.95469,0.65781,1.31966,0.00042712,0.00042712,0.00042712
233,42152.7,1.22513,0.97556,1.43131,0.86584,0.88279,0.93049,0.75771,0.95255,0.65161,1.31812,0.00042464,0.00042464,0.00042464
234,42322.4,1.2129,0.96031,1.42359,0.86036,0.88416,0.93148,0.76056,0.94992,0.65151,1.31525,0.00042216,0.00042216,0.00042216
235,42492.4,1.21914,0.96595,1.42658,0.8606,0.88466,0.93007,0.75998,0.94702,0.65309,1.31252,0.00041968,0.00041968,0.00041968
236,42662.3,1.2102,0.96159,1.41936,0.86787,0.88396,0.92824,0.75889,0.94202,0.65168,1.30888,0.0004172,0.0004172,0.0004172
237,42832.3,1.21536,0.95823,1.43115,0.8628,0.8858,0.92565,0.75857,0.9383,0.64884,1.30551,0.00041472,0.00041472,0.00041472
238,43002.1,1.20752,0.97623,1.42253,0.86255,0.88583,0.92657,0.7594,0.93527,0.64562,1.30393,0.00041224,0.00041224,0.00041224
239,43172,1.22111,0.98128,1.43777,0.8656,0.88978,0.92679,0.75781,0.93319,0.64446,1.30199,0.00040976,0.00040976,0.00040976
240,43341.8,1.20755,0.95069,1.42043,0.86189,0.89137,0.92796,0.76054,0.93139,0.64168,1.29982,0.00040728,0.00040728,0.00040728
241,43511.7,1.22568,0.96073,1.43796,0.86008,0.8892,0.92678,0.75966,0.92828,0.64048,1.29692,0.0004048,0.0004048,0.0004048
242,43681.6,1.2142,0.95734,1.41856,0.86889,0.88414,0.92706,0.7605,0.92786,0.63752,1.29469,0.00040232,0.00040232,0.00040232
243,43851.4,1.19364,0.94449,1.41502,0.86722,0.88485,0.92705,0.75903,0.92719,0.63819,1.29371,0.00039984,0.00039984,0.00039984
244,44021.3,1.211,0.95044,1.41325,0.87602,0.88304,0.92704,0.75892,0.92678,0.63486,1.29242,0.00039736,0.00039736,0.00039736
245,44191.3,1.21866,0.97055,1.42623,0.88058,0.88229,0.92738,0.76105,0.92375,0.63165,1.28965,0.00039488,0.00039488,0.00039488
246,44361.2,1.20218,0.95462,1.42308,0.88197,0.88143,0.92789,0.76167,0.91831,0.62792,1.28515,0.0003924,0.0003924,0.0003924
247,44531.3,1.20752,0.94806,1.41754,0.88162,0.88573,0.93186,0.76595,0.91489,0.62791,1.28321,0.00038992,0.00038992,0.00038992
248,44701.3,1.20217,0.94702,1.4165,0.88845,0.88365,0.93632,0.7692,0.91098,0.627,1.28007,0.00038744,0.00038744,0.00038744
249,44871.1,1.19306,0.9343,1.40855,0.87553,0.89521,0.93672,0.76913,0.90912,0.62435,1.27812,0.00038496,0.00038496,0.00038496
250,45041.1,1.19403,0.94787,1.40814,0.87856,0.8906,0.9363,0.76827,0.90719,0.62305,1.2755,0.00038248,0.00038248,0.00038248
251,45210.8,1.19516,0.94628,1.41135,0.88112,0.8913,0.93642,0.7695,0.9051,0.6205,1.27334,0.00038,0.00038,0.00038
252,45380.8,1.20287,0.94008,1.40213,0.8772,0.89386,0.93121,0.76287,0.90436,0.61951,1.27229,0.00037752,0.00037752,0.00037752
253,45550.9,1.19561,0.9459,1.40461,0.87577,0.89108,0.92851,0.76242,0.90204,0.61586,1.27008,0.00037504,0.00037504,0.00037504
254,45720.7,1.19522,0.94946,1.41252,0.87159,0.89491,0.92898,0.76277,0.90096,0.61499,1.26896,0.00037256,0.00037256,0.00037256
255,45890.5,1.18422,0.92929,1.39598,0.87273,0.89596,0.93067,0.76225,0.89983,0.61327,1.26874,0.00037008,0.00037008,0.00037008
256,46060.5,1.20706,0.95561,1.41409,0.8737,0.89786,0.93045,0.76256,0.89668,0.61426,1.26671,0.0003676,0.0003676,0.0003676
257,46230.2,1.18782,0.94848,1.41248,0.87862,0.89722,0.93227,0.76687,0.89657,0.61427,1.26553,0.00036512,0.00036512,0.00036512
258,46400.2,1.17373,0.9159,1.39624,0.87732,0.89819,0.93427,0.76776,0.89641,0.61523,1.26451,0.00036264,0.00036264,0.00036264
259,46569.9,1.19131,0.93641,1.39912,0.87851,0.89176,0.9338,0.76776,0.89491,0.61342,1.26164,0.00036016,0.00036016,0.00036016
260,46739.9,1.18532,0.94231,1.40092,0.88043,0.89374,0.93317,0.76677,0.89207,0.61009,1.25909,0.00035768,0.00035768,0.00035768
261,46909.8,1.18907,0.94493,1.40269,0.88292,0.89096,0.93246,0.76884,0.88945,0.60731,1.25733,0.0003552,0.0003552,0.0003552
262,47079.7,1.18534,0.92326,1.39256,0.86761,0.90495,0.9341,0.7706,0.8883,0.60526,1.2554,0.00035272,0.00035272,0.00035272
263,47249.7,1.17349,0.90127,1.38299,0.88529,0.89546,0.93908,0.77907,0.88734,0.60259,1.25476,0.00035024,0.00035024,0.00035024
264,47419.7,1.1798,0.93101,1.402,0.8768,0.90683,0.93845,0.77933,0.88607,0.6009,1.25405,0.00034776,0.00034776,0.00034776
265,47589.6,1.18024,0.93665,1.39663,0.87583,0.90155,0.94134,0.78237,0.88331,0.60022,1.25233,0.00034528,0.00034528,0.00034528
266,47759.7,1.18189,0.90251,1.38875,0.86858,0.90191,0.94243,0.78254,0.88103,0.59842,1.2508,0.0003428,0.0003428,0.0003428
267,47929.7,1.16498,0.9082,1.38481,0.87739,0.8929,0.9399,0.78093,0.87811,0.59732,1.24833,0.00034032,0.00034032,0.00034032
268,48099.5,1.16831,0.90529,1.39791,0.87904,0.88997,0.93883,0.78356,0.87598,0.59536,1.24666,0.00033784,0.00033784,0.00033784
269,48269.7,1.17466,0.91497,1.38436,0.87692,0.89153,0.9408,0.78406,0.87534,0.59274,1.24475,0.00033536,0.00033536,0.00033536
270,48439.7,1.16641,0.91342,1.38878,0.87518,0.89425,0.94114,0.78158,0.87312,0.59226,1.24278,0.00033288,0.00033288,0.00033288
271,48609.6,1.1792,0.9245,1.39164,0.88007,0.89153,0.94417,0.78595,0.87222,0.59262,1.24179,0.0003304,0.0003304,0.0003304
272,48779.6,1.18323,0.9357,1.3931,0.885,0.89012,0.9449,0.78693,0.87073,0.58933,1.23983,0.00032792,0.00032792,0.00032792
273,48949.6,1.16561,0.92123,1.38442,0.8775,0.89107,0.93783,0.7819,0.86951,0.58617,1.23856,0.00032544,0.00032544,0.00032544
274,49119.5,1.1674,0.90327,1.38548,0.87628,0.8888,0.93989,0.7841,0.86699,0.58564,1.23696,0.00032296,0.00032296,0.00032296
275,49289.4,1.16738,0.92159,1.39098,0.85922,0.91192,0.94494,0.78815,0.86654,0.58554,1.23597,0.00032048,0.00032048,0.00032048
276,49459.3,1.16611,0.91262,1.37886,0.86746,0.90224,0.94521,0.7893,0.86574,0.58552,1.23463,0.000318,0.000318,0.000318
277,49629.3,1.1625,0.88999,1.37159,0.86878,0.90045,0.94532,0.78806,0.86546,0.58347,1.23338,0.00031552,0.00031552,0.00031552
278,49799.2,1.17497,0.91273,1.39757,0.85921,0.91222,0.94565,0.78796,0.8647,0.58276,1.23229,0.00031304,0.00031304,0.00031304
279,49969,1.16043,0.89528,1.37885,0.86374,0.90477,0.94591,0.78981,0.86389,0.58045,1.23145,0.00031056,0.00031056,0.00031056
280,50139.2,1.16626,0.90737,1.38877,0.89054,0.88048,0.94677,0.78977,0.86282,0.57957,1.23015,0.00030808,0.00030808,0.00030808
281,50309,1.16114,0.90442,1.37888,0.87527,0.90661,0.94729,0.79102,0.86117,0.5768,1.22854,0.0003056,0.0003056,0.0003056
282,50479.1,1.16116,0.92374,1.3879,0.88168,0.90026,0.94848,0.79272,0.85897,0.5753,1.22697,0.00030312,0.00030312,0.00030312
283,50649.2,1.16097,0.89755,1.37355,0.88109,0.90565,0.94398,0.78918,0.85683,0.57462,1.22532,0.00030064,0.00030064,0.00030064
284,50819,1.14619,0.88104,1.36529,0.88399,0.89592,0.9443,0.78757,0.85571,0.57309,1.22391,0.00029816,0.00029816,0.00029816
285,50989,1.1662,0.90806,1.37655,0.88634,0.89233,0.94387,0.78798,0.8544,0.57092,1.2224,0.00029568,0.00029568,0.00029568
286,51158.9,1.14953,0.90044,1.36855,0.88631,0.89663,0.94514,0.78907,0.85326,0.5696,1.22084,0.0002932,0.0002932,0.0002932
287,51328.8,1.15679,0.90143,1.36753,0.88899,0.89526,0.94561,0.78942,0.85084,0.56827,1.21878,0.00029072,0.00029072,0.00029072
288,51498.7,1.14866,0.88317,1.36704,0.89099,0.89673,0.94572,0.78932,0.84932,0.56784,1.21693,0.00028824,0.00028824,0.00028824
289,51668.7,1.15267,0.88831,1.37036,0.89171,0.89696,0.94541,0.79032,0.84783,0.56574,1.21565,0.00028576,0.00028576,0.00028576
290,51838.6,1.16167,0.89701,1.3794,0.88355,0.90002,0.94486,0.79101,0.84681,0.56498,1.21451,0.00028328,0.00028328,0.00028328
291,52008.7,1.14589,0.90755,1.36896,0.88507,0.89964,0.94511,0.79184,0.84489,0.5642,1.2126,0.0002808,0.0002808,0.0002808
292,52178.5,1.15002,0.91206,1.37732,0.8873,0.9006,0.94469,0.79144,0.84395,0.56301,1.21178,0.00027832,0.00027832,0.00027832
293,52348.5,1.13585,0.87977,1.36168,0.88831,0.9024,0.94411,0.79294,0.84257,0.56094,1.21041,0.00027584,0.00027584,0.00027584
294,52518.6,1.14112,0.88427,1.36275,0.88462,0.90192,0.94565,0.79453,0.84208,0.55933,1.20956,0.00027336,0.00027336,0.00027336
295,52688.6,1.13507,0.89088,1.36329,0.90078,0.88897,0.94492,0.79478,0.84193,0.55906,1.2088,0.00027088,0.00027088,0.00027088
296,52858.7,1.14768,0.89448,1.37269,0.89973,0.88968,0.94433,0.79497,0.84159,0.5585,1.2085,0.0002684,0.0002684,0.0002684
297,53028.8,1.14214,0.88151,1.35613,0.90498,0.88013,0.94401,0.79552,0.83991,0.55639,1.20697,0.00026592,0.00026592,0.00026592
298,53198.8,1.15049,0.9075,1.3785,0.90447,0.88108,0.94384,0.79531,0.83981,0.55654,1.20679,0.00026344,0.00026344,0.00026344
299,53368.8,1.13549,0.88432,1.36391,0.89759,0.8836,0.94374,0.79609,0.83884,0.55514,1.20573,0.00026096,0.00026096,0.00026096
300,53538.8,1.13776,0.88055,1.36179,0.89823,0.88974,0.94378,0.79705,0.83698,0.5546,1.20428,0.00025848,0.00025848,0.00025848
301,53708.9,1.13295,0.88746,1.36413,0.88619,0.90017,0.94406,0.79793,0.83536,0.55228,1.20295,0.000256,0.000256,0.000256
302,53879.1,1.14087,0.88895,1.36194,0.88721,0.90047,0.94448,0.79701,0.8344,0.55158,1.20164,0.00025352,0.00025352,0.00025352
303,54049,1.13683,0.89648,1.37099,0.88841,0.90017,0.94537,0.79688,0.83245,0.55041,1.20037,0.00025104,0.00025104,0.00025104
304,54218.9,1.12285,0.88977,1.36509,0.88882,0.90017,0.94598,0.79902,0.83072,0.54905,1.19857,0.00024856,0.00024856,0.00024856
305,54389,1.12989,0.87818,1.36157,0.88873,0.90017,0.94699,0.79776,0.82931,0.54826,1.19688,0.00024608,0.00024608,0.00024608
306,54558.8,1.15241,0.88654,1.36344,0.89377,0.89934,0.94864,0.79916,0.82821,0.54881,1.19626,0.0002436,0.0002436,0.0002436
307,54728.8,1.13647,0.8978,1.36794,0.89352,0.89883,0.94953,0.79977,0.82744,0.54824,1.19558,0.00024112,0.00024112,0.00024112
308,54898.9,1.13803,0.89796,1.36706,0.89447,0.89899,0.94873,0.79902,0.82657,0.54793,1.19461,0.00023864,0.00023864,0.00023864
309,55068.7,1.14275,0.888,1.36579,0.88362,0.90455,0.94925,0.79842,0.82583,0.54784,1.19382,0.00023616,0.00023616,0.00023616
310,55238.7,1.13055,0.8788,1.35761,0.88409,0.90469,0.94963,0.79694,0.82475,0.54707,1.19274,0.00023368,0.00023368,0.00023368
311,55408.6,1.1447,0.89256,1.36314,0.88265,0.90332,0.94859,0.79657,0.82394,0.54666,1.1922,0.0002312,0.0002312,0.0002312
312,55578.5,1.12323,0.86592,1.34811,0.88247,0.90332,0.94834,0.79685,0.82271,0.54562,1.19116,0.00022872,0.00022872,0.00022872
313,55748.6,1.12214,0.87456,1.35294,0.88315,0.90332,0.94765,0.79888,0.82151,0.54617,1.19014,0.00022624,0.00022624,0.00022624
314,55918.4,1.11681,0.86604,1.34429,0.88175,0.90332,0.94766,0.7991,0.82132,0.54592,1.18936,0.00022376,0.00022376,0.00022376
315,56088.4,1.12181,0.86714,1.35452,0.88157,0.90385,0.94781,0.79909,0.8204,0.54535,1.18832,0.00022128,0.00022128,0.00022128
316,56258.3,1.13229,0.88633,1.35136,0.88225,0.90427,0.94756,0.79947,0.81952,0.54496,1.18741,0.0002188,0.0002188,0.0002188
317,56428.2,1.11388,0.85945,1.34636,0.885,0.90873,0.94685,0.79799,0.81838,0.54426,1.18622,0.00021632,0.00021632,0.00021632
318,56598.1,1.12905,0.89255,1.35673,0.88094,0.90819,0.9467,0.7971,0.81777,0.54391,1.18579,0.00021384,0.00021384,0.00021384
319,56768.2,1.12408,0.86174,1.33805,0.88127,0.90845,0.94616,0.7968,0.81639,0.54312,1.18473,0.00021136,0.00021136,0.00021136
320,56937.9,1.12326,0.86982,1.35107,0.87562,0.92117,0.94644,0.79751,0.81542,0.54302,1.18378,0.00020888,0.00020888,0.00020888
321,57107.9,1.11922,0.87671,1.35121,0.88125,0.90833,0.94597,0.79855,0.81424,0.54243,1.18251,0.0002064,0.0002064,0.0002064
322,57277.8,1.13398,0.87458,1.35267,0.88102,0.90712,0.94585,0.79631,0.81388,0.541,1.18214,0.00020392,0.00020392,0.00020392
323,57447.6,1.11784,0.8694,1.35299,0.88116,0.90707,0.94587,0.79801,0.81246,0.54046,1.18109,0.00020144,0.00020144,0.00020144
324,57617.6,1.11475,0.85889,1.34726,0.88123,0.90629,0.94546,0.79662,0.8115,0.54053,1.18023,0.00019896,0.00019896,0.00019896
325,57787.4,1.12049,0.87825,1.35076,0.87802,0.91955,0.94517,0.79666,0.81066,0.53969,1.1791,0.00019648,0.00019648,0.00019648
326,57957.4,1.10945,0.85382,1.32817,0.87855,0.91746,0.94439,0.79904,0.80942,0.53902,1.17833,0.000194,0.000194,0.000194
327,58127.3,1.1197,0.86152,1.3452,0.8832,0.90591,0.94407,0.79688,0.80828,0.53857,1.17731,0.00019152,0.00019152,0.00019152
328,58297.1,1.10759,0.85793,1.34135,0.8849,0.90355,0.94435,0.7985,0.80724,0.53855,1.1766,0.00018904,0.00018904,0.00018904
329,58467,1.12225,0.87017,1.34948,0.89327,0.90005,0.94404,0.79692,0.80603,0.53776,1.17563,0.00018656,0.00018656,0.00018656
330,58636.9,1.1064,0.8553,1.34122,0.89284,0.89983,0.94363,0.79738,0.80526,0.5377,1.17504,0.00018408,0.00018408,0.00018408
331,58806.7,1.10229,0.84995,1.33498,0.89521,0.90019,0.94385,0.79844,0.80419,0.53676,1.17424,0.0001816,0.0001816,0.0001816
332,58976.5,1.08682,0.84417,1.33048,0.88563,0.90221,0.94406,0.79671,0.80334,0.53546,1.17355,0.00017912,0.00017912,0.00017912
333,59146.4,1.11298,0.85712,1.34274,0.88649,0.90206,0.94422,0.79869,0.80212,0.53489,1.17285,0.00017664,0.00017664,0.00017664
334,59316.2,1.10074,0.84984,1.32705,0.88701,0.90203,0.94453,0.79825,0.80136,0.5347,1.17224,0.00017416,0.00017416,0.00017416
335,59486.1,1.0924,0.84607,1.32992,0.88835,0.9021,0.94433,0.79761,0.80036,0.53343,1.17156,0.00017168,0.00017168,0.00017168
336,59656.1,1.09355,0.83603,1.33222,0.88916,0.90222,0.94461,0.79942,0.80001,0.53299,1.17106,0.0001692,0.0001692,0.0001692
337,59826,1.09326,0.84198,1.32678,0.89043,0.90208,0.94528,0.79827,0.79928,0.53202,1.17027,0.00016672,0.00016672,0.00016672
338,59996,1.09504,0.83551,1.32864,0.88991,0.90225,0.94587,0.7987,0.79952,0.53175,1.16997,0.00016424,0.00016424,0.00016424
339,60165.8,1.10471,0.85025,1.33465,0.88988,0.90201,0.94644,0.80015,0.79878,0.53121,1.16908,0.00016176,0.00016176,0.00016176
340,60335.8,1.10031,0.8464,1.32764,0.8902,0.90183,0.94698,0.80095,0.79792,0.53077,1.16829,0.00015928,0.00015928,0.00015928
341,60505.9,1.09711,0.83285,1.33295,0.8924,0.90174,0.94758,0.80165,0.79772,0.531,1.16811,0.0001568,0.0001568,0.0001568
342,60675.9,1.07921,0.83382,1.31919,0.89232,0.90174,0.94717,0.80092,0.79736,0.53028,1.16775,0.00015432,0.00015432,0.00015432
343,60845.9,1.08566,0.83211,1.32145,0.89412,0.90091,0.9472,0.8014,0.79673,0.5301,1.16697,0.00015184,0.00015184,0.00015184
344,61015.9,1.11359,0.85062,1.3449,0.89435,0.90122,0.9474,0.80133,0.79641,0.52924,1.16662,0.00014936,0.00014936,0.00014936
345,61185.8,1.08865,0.8326,1.32903,0.89429,0.90094,0.94783,0.80257,0.79659,0.52866,1.16655,0.00014688,0.00014688,0.00014688
346,61355.9,1.09538,0.85241,1.34148,0.89419,0.90014,0.94766,0.80234,0.79615,0.52816,1.16614,0.0001444,0.0001444,0.0001444
347,61525.9,1.08698,0.84218,1.32416,0.89155,0.9028,0.94809,0.80161,0.79563,0.52792,1.16555,0.00014192,0.00014192,0.00014192
348,61695.8,1.09833,0.8365,1.32598,0.89056,0.9028,0.94839,0.80137,0.79532,0.52658,1.16504,0.00013944,0.00013944,0.00013944
349,61865.7,1.10109,0.85375,1.32347,0.88889,0.90286,0.94848,0.80139,0.79511,0.52623,1.16453,0.00013696,0.00013696,0.00013696
350,62035.7,1.0981,0.85221,1.3366,0.89015,0.90311,0.94831,0.80175,0.79454,0.52526,1.16399,0.00013448,0.00013448,0.00013448
351,62205.6,1.0963,0.83449,1.32705,0.8888,0.90306,0.94865,0.8021,0.79442,0.52528,1.16362,0.000132,0.000132,0.000132
352,62375.5,1.10342,0.86036,1.33399,0.8841,0.90316,0.94861,0.80236,0.79416,0.52471,1.16346,0.00012952,0.00012952,0.00012952
353,62545.4,1.09448,0.84461,1.33278,0.88805,0.90316,0.94882,0.80206,0.79393,0.52422,1.16302,0.00012704,0.00012704,0.00012704
354,62715.3,1.08639,0.84206,1.3251,0.88825,0.90298,0.94939,0.8025,0.79359,0.52351,1.16262,0.00012456,0.00012456,0.00012456
355,62885.2,1.0789,0.84459,1.3236,0.88772,0.90331,0.94936,0.80238,0.79331,0.5231,1.1622,0.00012208,0.00012208,0.00012208
356,63055.1,1.07108,0.82184,1.31779,0.88783,0.90331,0.94952,0.80146,0.79268,0.52251,1.16187,0.0001196,0.0001196,0.0001196
357,63225,1.10113,0.85435,1.33748,0.88786,0.90374,0.94962,0.80219,0.79276,0.52156,1.16166,0.00011712,0.00011712,0.00011712
358,63395.1,1.09215,0.85066,1.33754,0.87997,0.91995,0.94969,0.80398,0.79251,0.52132,1.16128,0.00011464,0.00011464,0.00011464
359,63565.1,1.09049,0.832,1.32196,0.88909,0.9032,0.94943,0.80267,0.79203,0.52082,1.16095,0.00011216,0.00011216,0.00011216
360,63735.1,1.07206,0.82277,1.31387,0.88928,0.91524,0.94907,0.80353,0.79166,0.52026,1.16056,0.00010968,0.00010968,0.00010968
361,63905.1,1.07808,0.81458,1.30851,0.88397,0.90456,0.94925,0.80272,0.79166,0.51985,1.16024,0.0001072,0.0001072,0.0001072
362,64075.1,1.07214,0.81971,1.31553,0.88389,0.90462,0.94897,0.80294,0.79139,0.51992,1.15999,0.00010472,0.00010472,0.00010472
363,64245.1,1.07993,0.83863,1.32423,0.88411,0.91642,0.94939,0.80191,0.79156,0.51979,1.16002,0.00010224,0.00010224,0.00010224
