epoch,train_loss,train_acc,val_loss,val_acc
1,1.3204117259685544,44.68881079242716,1.0618692257574627,53.224341507720254
2,1.0239967217911845,53.91678947965083,0.9864686740296228,56.03996366939146
3,0.9511742306792218,56.501530438725766,0.97576202750206,55.858310626702995
4,0.9206248482932216,57.35177417526358,0.9398813373276166,56.857402361489555
5,0.9022587000027947,57.29509125949439,0.9402931973870311,56.22161671207993
6,0.882707737710165,58.67815440426256,0.9246085266981806,56.22161671207993
7,0.8631239913511968,59.14295431356989,0.9174158825006868,57.03905540417802
8,0.8677039694958839,59.09760798095454,0.9430199303797313,55.76748410535876
9,0.8553929143193839,59.14295431356989,0.9464282242315156,55.858310626702995
10,0.8493223311244578,59.39235914295431,0.9597858344869954,55.131698455949135
11,0.8491425762573878,59.61909080603106,0.9380494407245091,56.31244323342416
12,0.8218061930459478,60.48067112572271,0.9326701023748942,56.49409627611262
13,0.8108545632466025,60.968144201337715,0.9347662957119091,56.94822888283379
14,0.8076610923677251,60.86611495295318,0.9425961338781885,56.49409627611262
15,0.8020821820566619,61.342251445414355,0.9489121190139226,56.130790190735695
16,0.7949886127658512,61.534973359029586,0.9526036604573684,56.03996366939146
17,0.798081034551496,61.59165627479877,0.9464724817479562,56.49409627611262
18,0.7977552083523377,61.70502210633715,0.9513805808133579,56.130790190735695
19,0.799470580574395,61.58031969164494,0.9521856802781777,56.31244323342416
20,0.7958443382943886,61.44428069379889,0.952365804859437,56.22161671207993
21,0.7990352349436801,61.364924611722024,0.9529320971940511,55.94913714804723
22,0.8003878914143728,61.19487586441446,0.9514343187079898,55.858310626702995
23,0.7951269242642582,61.602992857952614,0.9522443732911987,56.130790190735695
24,0.7998634382434513,61.4782904432604,0.9514686886221171,56.22161671207993
25,0.7983228903317797,62.07912935041379,0.9500874438855265,55.858310626702995
